mvno,doy,cache_demand
0.0,237,518
0.0,238,735
0.0,239,545
0.0,240,507
0.0,241,638
0.0,242,415
0.0,243,192
0.0,244,353
0.0,245,159
0.0,246,860
0.0,247,383
0.0,248,365
0.0,249,742
0.0,250,141
0.0,251,323
0.0,252,512
0.0,253,607
0.0,254,915
0.0,255,1070
0.0,256,333
0.0,257,381
0.0,258,443
0.0,259,503
0.0,260,387
0.0,261,412
0.0,262,464
0.0,263,860
0.0,264,296
0.0,265,410
0.0,266,171
0.0,267,507
0.0,268,871
0.0,269,658
0.0,270,269
0.0,271,408
0.0,272,267
0.0,273,488
0.0,274,785
0.0,275,1034
0.0,276,447
0.0,277,612
0.0,278,804
0.0,279,488
0.0,280,439
0.0,281,570
0.0,282,447
0.0,283,451
0.0,284,537
0.0,285,582
0.0,286,457
0.0,287,262
0.0,288,249
0.0,289,855
0.0,290,534
0.0,291,1004
0.0,292,581
0.0,293,662
0.0,294,379
0.0,295,386
0.0,296,397
0.0,297,242
0.0,298,265
0.0,299,289
0.0,300,759
0.0,301,392
0.0,302,690
0.0,303,192
0.0,304,542
0.0,305,403
0.0,306,410
0.0,307,556
0.0,308,488
0.0,309,880
0.0,310,1268
0.0,311,841
0.0,312,379
0.0,313,399
0.0,314,469
0.0,315,780
0.0,316,534
0.0,317,919
0.0,318,350
0.0,319,296
0.0,320,611
0.0,321,502
0.0,322,163
0.0,323,506
0.0,324,881
0.0,325,534
0.0,326,334
0.0,327,640
0.0,328,353
0.0,329,401
0.0,330,555
0.0,331,709
0.0,332,427
0.0,333,659
0.0,334,407
0.0,335,499
0.0,336,1034
0.0,337,995
0.0,338,554
0.0,339,399
0.0,340,920
0.0,341,1261
0.0,342,921
0.0,343,715
0.0,344,941
0.0,345,1792
0.0,346,530
0.0,347,1111
0.0,348,888
0.0,349,649
0.0,350,637
0.0,351,616
0.0,352,658
0.0,353,555
0.0,354,804
0.0,355,227
0.0,356,210
0.0,357,615
0.0,358,342
0.0,359,369
0.0,360,818
0.0,361,684
0.0,362,1011
0.0,363,670
0.0,364,631
0.0,365,740
1.0,1,946
1.0,2,815
1.0,3,499
1.0,4,477
1.0,5,692
1.0,6,1016
1.0,7,879
1.0,8,474
1.0,9,1076
1.0,10,677
1.0,11,632
1.0,12,601
1.0,13,717
1.0,14,793
1.0,15,446
1.0,16,377
1.0,17,1471
1.0,18,776
1.0,19,553
1.0,20,395
1.0,21,318
1.0,22,600
1.0,23,996
1.0,24,834
1.0,25,794
1.0,26,447
1.0,27,657
1.0,28,377
1.0,29,416
1.0,30,801
1.0,31,552
1.0,32,676
1.0,33,445
1.0,34,513
1.0,35,530
1.0,36,574
1.0,37,593
1.0,38,808
1.0,39,674
1.0,40,899
1.0,41,788
1.0,42,984
1.0,43,562
1.0,44,565
1.0,45,390
1.0,46,1121
1.0,47,1029
1.0,48,677
1.0,49,437
1.0,50,555
1.0,51,496
1.0,52,672
1.0,53,569
1.0,54,407
1.0,55,605
1.0,56,424
1.0,57,682
1.0,58,469
1.0,59,860
1.0,60,476
1.0,61,798
1.0,62,1395
1.0,63,777
1.0,64,786
1.0,65,997
1.0,66,567
1.0,67,547
1.0,68,374
1.0,69,545
1.0,70,715
1.0,71,480
1.0,72,520
1.0,73,488
1.0,74,512
1.0,75,546
1.0,76,1129
1.0,77,600
1.0,78,758
1.0,79,686
1.0,80,948
1.0,81,1202
1.0,82,1393
1.0,83,501
1.0,84,811
1.0,85,539
1.0,86,760
1.0,87,527
1.0,88,563
1.0,89,685
1.0,90,534
1.0,91,606
1.0,92,567
1.0,93,706
1.0,94,437
1.0,95,516
1.0,96,564
1.0,97,661
1.0,98,669
1.0,99,922
1.0,100,694
1.0,101,995
1.0,102,1073
1.0,103,942
1.0,104,691
1.0,105,357
1.0,106,297
1.0,107,425
1.0,108,533
1.0,109,512
1.0,110,1548
1.0,111,1345
1.0,112,1238
1.0,113,265
1.0,114,800
1.0,115,633
1.0,116,1006
1.0,117,135
1.0,118,309
1.0,119,626
1.0,120,641
1.0,121,498
1.0,122,770
1.0,123,669
1.0,124,650
1.0,125,306
1.0,126,1141
1.0,127,786
1.0,128,1212
1.0,129,471
1.0,130,461
1.0,131,720
1.0,132,314
1.0,133,619
1.0,134,195
1.0,135,415
1.0,136,577
1.0,137,388
1.0,138,234
1.0,139,558
1.0,140,287
1.0,141,1011
1.0,142,615
1.0,143,506
1.0,144,574
1.0,145,369
1.0,146,268
1.0,147,480
1.0,148,1450
1.0,149,797
1.0,150,347
1.0,151,646
1.0,152,713
1.0,153,656
1.0,154,282
1.0,155,749
1.0,156,632
1.0,157,633
1.0,158,545
1.0,159,902
1.0,160,879
1.0,161,822
1.0,162,719
1.0,163,740
1.0,164,356
1.0,165,596
1.0,166,395
1.0,167,384
1.0,168,663
1.0,169,390
1.0,170,412
1.0,171,850
1.0,172,717
1.0,173,191
1.0,174,234
1.0,175,331
1.0,177,736
1.0,178,565
1.0,179,505
1.0,180,643
1.0,181,591
1.0,182,372
1.0,183,685
1.0,184,827
1.0,185,718
1.0,186,492
1.0,187,631
1.0,188,897
1.0,189,744
1.0,190,837
1.0,191,596
1.0,192,639
1.0,193,342
1.0,194,478
1.0,195,1326
1.0,196,741
1.0,197,468
1.0,198,499
1.0,199,336
1.0,200,331
1.0,201,807
1.0,202,667
1.0,203,455
1.0,204,328
1.0,205,1206
1.0,206,1341
1.0,207,933
1.0,208,529
1.0,209,577
1.0,210,597
1.0,211,650
1.0,212,567
1.0,213,680
1.0,214,632
1.0,215,424
1.0,216,744
1.0,217,271
1.0,218,1035
1.0,219,669
1.0,220,302
1.0,221,306
1.0,222,572
1.0,223,965
1.0,224,785
1.0,225,688
1.0,226,856
1.0,227,591
1.0,228,555
1.0,229,269
1.0,230,220
1.0,231,266
1.0,232,475
1.0,233,365
1.0,234,1129
1.0,235,823
1.0,236,770
1.0,237,367
1.0,238,410
1.0,239,666
1.0,240,923
1.0,241,646
1.0,242,742
1.0,243,461
1.0,244,474
1.0,245,465
1.0,246,1034
1.0,247,547
1.0,248,417
1.0,249,612
1.0,250,417
1.0,251,1106
1.0,252,543
1.0,253,534
1.0,254,588
1.0,255,560
1.0,256,398
1.0,257,335
1.0,258,324
1.0,259,557
1.0,260,645
1.0,261,674
1.0,262,416
1.0,263,686
1.0,264,410
1.0,265,300
1.0,266,325
1.0,267,330
1.0,268,476
1.0,269,605
1.0,270,167
1.0,271,461
1.0,272,632
1.0,273,278
1.0,274,284
1.0,275,863
1.0,276,869
1.0,277,585
1.0,278,405
1.0,279,285
1.0,280,231
1.0,281,490
1.0,282,325
1.0,283,597
1.0,284,498
1.0,285,495
1.0,286,410
1.0,287,247
1.0,288,524
1.0,289,721
1.0,290,828
1.0,291,573
1.0,292,365
1.0,293,253
1.0,294,984
1.0,295,887
1.0,296,464
1.0,297,388
1.0,298,560
1.0,299,410
1.0,300,470
1.0,301,428
1.0,302,248
1.0,303,750
1.0,304,691
1.0,305,428
1.0,306,207
1.0,307,265
1.0,308,451
1.0,309,493
1.0,310,468
1.0,311,779
1.0,312,725
1.0,313,291
1.0,314,1035
1.0,315,348
1.0,316,391
1.0,317,1070
1.0,318,1528
1.0,319,973
1.0,320,514
1.0,321,507
1.0,322,277
1.0,323,369
1.0,324,334
1.0,325,506
1.0,326,222
1.0,327,696
1.0,328,886
1.0,329,333
1.0,330,287
1.0,331,716
1.0,332,618
1.0,333,545
1.0,334,720
1.0,335,367
1.0,336,334
1.0,337,504
1.0,338,907
1.0,339,760
1.0,340,825
1.0,341,695
1.0,342,930
1.0,343,1035
1.0,344,574
1.0,345,407
1.0,346,348
1.0,347,709
1.0,348,1561
1.0,349,478
1.0,350,372
1.0,351,701
1.0,352,418
1.0,353,334
1.0,354,273
1.0,355,428
1.0,356,263
1.0,357,395
1.0,358,179
1.0,359,199
1.0,360,298
1.0,361,906
1.0,362,993
1.0,363,754
1.0,364,698
1.0,365,732
2.0,1,772
2.0,2,968
2.0,3,982
2.0,4,1025
2.0,5,557
2.0,6,419
2.0,7,832
2.0,8,1684
2.0,9,973
2.0,10,890
2.0,11,523
2.0,12,550
2.0,13,481
2.0,14,882
2.0,15,795
2.0,16,593
2.0,17,1098
2.0,18,899
2.0,19,622
2.0,20,638
2.0,21,440
2.0,22,652
2.0,23,835
2.0,24,563
2.0,25,513
2.0,26,848
2.0,27,660
2.0,28,435
2.0,29,637
2.0,30,530
2.0,31,536
2.0,32,937
2.0,33,536
2.0,34,503
2.0,35,930
2.0,36,996
2.0,37,854
2.0,38,783
2.0,39,487
2.0,40,988
2.0,41,226
2.0,42,479
2.0,43,669
2.0,44,973
2.0,45,561
2.0,46,565
2.0,47,703
2.0,48,750
2.0,49,425
2.0,50,640
2.0,51,606
2.0,52,888
2.0,53,582
2.0,54,506
2.0,55,673
2.0,56,879
2.0,57,703
2.0,58,629
2.0,59,734
2.0,60,429
2.0,61,396
2.0,62,277
2.0,63,822
2.0,64,1022
2.0,65,1567
2.0,66,747
2.0,67,267
2.0,68,813
2.0,69,377
2.0,70,586
2.0,71,725
2.0,72,753
2.0,73,842
2.0,74,1350
2.0,75,867
2.0,76,1133
2.0,77,670
2.0,78,775
2.0,79,624
2.0,80,717
2.0,81,736
2.0,82,401
2.0,83,331
2.0,84,597
2.0,85,494
2.0,86,1069
2.0,87,731
2.0,88,819
2.0,89,474
2.0,90,470
2.0,91,448
2.0,92,1119
2.0,93,773
2.0,94,847
2.0,95,350
2.0,96,617
2.0,97,733
2.0,98,430
2.0,99,554
2.0,100,2051
2.0,101,1276
2.0,102,1655
2.0,103,572
2.0,104,510
2.0,105,394
2.0,106,521
2.0,107,641
2.0,108,1641
2.0,109,713
2.0,110,689
2.0,111,960
2.0,112,567
2.0,113,245
2.0,114,1122
2.0,115,858
2.0,116,601
2.0,117,979
2.0,118,607
2.0,119,401
2.0,120,313
2.0,121,791
2.0,122,571
2.0,123,1133
2.0,124,661
2.0,125,298
2.0,126,734
2.0,127,923
2.0,128,802
2.0,129,772
2.0,130,363
2.0,131,489
2.0,132,552
2.0,133,430
2.0,134,517
2.0,135,693
2.0,136,637
2.0,137,606
2.0,138,450
2.0,139,331
2.0,140,429
2.0,141,855
2.0,142,412
2.0,143,620
2.0,144,466
2.0,145,699
2.0,146,440
2.0,147,374
2.0,148,911
2.0,149,602
2.0,150,602
2.0,151,571
2.0,152,546
2.0,153,545
2.0,154,428
2.0,155,774
2.0,156,532
2.0,157,495
2.0,158,661
2.0,159,669
2.0,160,368
2.0,161,820
2.0,162,485
2.0,163,646
2.0,164,309
2.0,165,403
2.0,166,349
2.0,167,175
2.0,168,1196
2.0,169,647
2.0,170,525
2.0,171,498
2.0,172,888
2.0,173,583
2.0,174,331
2.0,175,616
2.0,177,421
2.0,178,723
2.0,179,843
2.0,180,590
2.0,181,296
2.0,182,446
2.0,183,568
2.0,184,445
2.0,185,578
2.0,186,375
2.0,187,325
2.0,188,296
2.0,189,605
2.0,190,160
2.0,191,429
2.0,192,1002
2.0,193,1001
2.0,194,348
2.0,195,458
2.0,196,333
2.0,197,529
2.0,198,669
2.0,199,801
2.0,200,518
2.0,201,690
2.0,202,562
2.0,203,1025
2.0,204,775
2.0,205,1236
2.0,206,869
2.0,207,1169
2.0,208,547
2.0,209,506
2.0,210,453
2.0,211,547
2.0,212,846
2.0,213,815
2.0,214,394
2.0,215,227
2.0,216,300
2.0,217,335
2.0,218,706
2.0,219,477
2.0,220,1282
2.0,221,982
2.0,222,165
2.0,223,521
2.0,224,817
2.0,225,821
2.0,226,950
2.0,227,523
2.0,228,732
2.0,229,211
2.0,230,746
2.0,231,228
2.0,232,414
2.0,233,583
2.0,234,400
2.0,235,864
2.0,236,377
2.0,237,327
2.0,238,166
2.0,239,431
2.0,240,631
2.0,241,725
2.0,242,1329
2.0,243,456
2.0,244,247
2.0,245,624
2.0,246,529
2.0,247,605
2.0,248,739
2.0,249,550
2.0,250,451
2.0,251,733
2.0,252,632
2.0,253,1132
2.0,254,485
2.0,255,342
2.0,256,243
2.0,257,451
2.0,258,414
2.0,259,284
2.0,260,1088
2.0,261,352
2.0,262,853
2.0,263,598
2.0,264,219
2.0,265,292
2.0,266,597
2.0,267,422
2.0,268,617
2.0,269,663
2.0,270,703
2.0,271,327
2.0,272,302
2.0,273,196
2.0,274,555
2.0,275,792
2.0,276,426
2.0,277,334
2.0,278,958
2.0,279,923
2.0,280,436
2.0,281,1169
2.0,282,666
2.0,283,1214
2.0,284,830
2.0,285,628
2.0,286,518
2.0,287,371
2.0,288,733
2.0,289,482
2.0,290,537
2.0,291,563
2.0,292,841
2.0,293,1274
2.0,294,329
2.0,295,360
2.0,296,297
2.0,297,130
2.0,298,497
2.0,299,653
2.0,300,467
2.0,301,491
2.0,302,525
2.0,303,954
2.0,304,304
2.0,305,116
2.0,306,475
2.0,307,449
2.0,308,434
2.0,309,517
2.0,310,1233
2.0,311,709
2.0,312,427
2.0,313,509
2.0,314,729
2.0,315,218
2.0,316,308
2.0,317,483
2.0,318,404
2.0,319,575
2.0,320,361
2.0,321,409
2.0,322,302
2.0,323,291
2.0,324,877
2.0,325,361
2.0,326,512
2.0,327,568
2.0,328,561
2.0,329,578
2.0,330,1109
2.0,331,601
2.0,332,178
2.0,333,490
2.0,334,372
2.0,335,417
2.0,336,516
2.0,337,782
2.0,338,981
2.0,339,322
2.0,340,574
2.0,341,487
2.0,342,696
2.0,343,813
2.0,344,359
2.0,345,494
2.0,346,575
2.0,347,331
2.0,348,414
2.0,349,725
2.0,350,807
2.0,351,1016
2.0,352,607
2.0,353,829
2.0,354,1479
2.0,355,613
2.0,356,752
2.0,357,667
2.0,358,223
2.0,359,412
2.0,360,510
2.0,361,823
2.0,362,1093
2.0,363,618
2.0,364,418
2.0,365,363
3.0,1,529
3.0,2,837
3.0,3,2311
3.0,4,1453
3.0,5,875
3.0,6,519
3.0,7,824
3.0,8,968
3.0,9,698
3.0,10,971
3.0,11,892
3.0,12,704
3.0,13,1144
3.0,14,388
3.0,15,568
3.0,16,1003
3.0,17,798
3.0,18,519
3.0,19,476
3.0,20,556
3.0,21,473
3.0,22,774
3.0,23,1102
3.0,24,533
3.0,25,855
3.0,26,1017
3.0,27,872
3.0,28,854
3.0,29,615
3.0,30,887
3.0,31,551
3.0,32,653
3.0,33,288
3.0,34,564
3.0,35,386
3.0,36,408
3.0,37,645
3.0,38,943
3.0,39,289
3.0,40,799
3.0,41,836
3.0,42,464
3.0,43,705
3.0,44,403
3.0,45,715
3.0,46,629
3.0,47,384
3.0,48,1068
3.0,49,682
3.0,50,881
3.0,51,707
3.0,52,844
3.0,53,193
3.0,54,419
3.0,55,458
3.0,56,590
3.0,57,462
3.0,58,935
3.0,59,389
3.0,60,439
3.0,61,456
3.0,62,467
3.0,63,723
3.0,64,641
3.0,65,409
3.0,66,873
3.0,67,1485
3.0,68,684
3.0,69,1067
3.0,70,903
3.0,71,385
3.0,72,517
3.0,73,421
3.0,74,728
3.0,75,573
3.0,76,846
3.0,77,1002
3.0,78,751
3.0,79,1085
3.0,80,431
3.0,81,684
3.0,82,624
3.0,83,534
3.0,84,591
3.0,85,673
3.0,86,662
3.0,87,902
3.0,88,437
3.0,89,311
3.0,90,377
3.0,91,248
3.0,92,668
3.0,93,634
3.0,94,631
3.0,95,883
3.0,96,456
3.0,97,467
3.0,98,390
3.0,99,564
3.0,100,513
3.0,101,751
3.0,102,797
3.0,103,505
3.0,104,733
3.0,105,243
3.0,106,443
3.0,107,1300
3.0,108,738
3.0,109,380
3.0,110,704
3.0,111,684
3.0,112,921
3.0,113,536
3.0,114,595
3.0,115,678
3.0,116,847
3.0,117,762
3.0,118,950
3.0,119,783
3.0,120,842
3.0,121,721
3.0,122,455
3.0,123,281
3.0,124,394
3.0,125,438
3.0,126,267
3.0,127,644
3.0,128,196
3.0,129,428
3.0,130,509
3.0,131,114
3.0,132,512
3.0,133,306
3.0,134,994
3.0,135,1165
3.0,136,211
3.0,137,518
3.0,138,579
3.0,139,395
3.0,140,587
3.0,141,542
3.0,142,461
3.0,143,298
3.0,144,447
3.0,145,292
3.0,146,982
3.0,147,775
3.0,148,259
3.0,149,793
3.0,150,768
3.0,151,1395
3.0,152,708
3.0,153,503
3.0,154,1014
3.0,155,582
3.0,156,605
3.0,157,1192
3.0,158,817
3.0,159,1372
3.0,160,547
3.0,161,571
3.0,162,692
3.0,163,784
3.0,164,883
3.0,165,856
3.0,166,525
3.0,167,645
3.0,168,512
3.0,169,524
3.0,170,449
3.0,171,1238
3.0,172,425
3.0,173,140
3.0,174,445
3.0,175,106
3.0,177,729
3.0,178,272
3.0,179,603
3.0,180,443
3.0,181,434
3.0,182,354
3.0,183,571
3.0,184,724
3.0,185,520
3.0,186,427
3.0,187,436
3.0,188,554
3.0,189,607
3.0,190,397
3.0,191,931
3.0,192,948
3.0,193,914
3.0,194,400
3.0,195,387
3.0,196,635
3.0,197,507
3.0,198,792
3.0,199,693
3.0,200,363
3.0,201,756
3.0,202,229
3.0,203,478
3.0,204,740
3.0,205,774
3.0,206,1057
3.0,207,703
3.0,208,923
3.0,209,654
3.0,210,381
3.0,211,569
3.0,212,783
3.0,213,926
3.0,214,665
3.0,215,309
3.0,216,269
3.0,217,266
3.0,218,323
3.0,219,234
3.0,220,412
3.0,221,297
3.0,222,330
3.0,223,219
3.0,224,181
3.0,225,399
3.0,226,605
3.0,227,936
3.0,228,196
3.0,229,241
3.0,230,245
3.0,231,452
3.0,232,900
3.0,233,507
3.0,234,469
3.0,235,471
3.0,236,629
3.0,237,766
3.0,238,443
3.0,239,521
3.0,240,493
3.0,241,473
3.0,242,220
3.0,243,450
3.0,244,350
3.0,245,344
3.0,246,538
3.0,247,582
3.0,248,162
3.0,249,469
3.0,250,391
3.0,251,596
3.0,252,808
3.0,253,825
3.0,254,679
3.0,255,687
3.0,256,506
3.0,257,473
3.0,258,236
3.0,259,321
3.0,260,902
3.0,261,517
3.0,262,430
3.0,263,211
3.0,264,268
3.0,265,264
3.0,266,116
3.0,267,230
3.0,268,570
3.0,269,552
3.0,270,168
3.0,271,581
3.0,272,143
3.0,273,467
3.0,274,151
3.0,275,592
3.0,276,465
3.0,277,692
3.0,278,518
3.0,279,505
3.0,280,395
3.0,281,796
3.0,282,751
3.0,283,821
3.0,284,697
3.0,285,655
3.0,286,714
3.0,287,467
3.0,288,746
3.0,289,684
3.0,290,739
3.0,291,940
3.0,292,828
3.0,293,569
3.0,294,455
3.0,295,1031
3.0,296,326
3.0,297,400
3.0,298,650
3.0,299,597
3.0,300,274
3.0,301,201
3.0,302,366
3.0,303,305
3.0,304,243
3.0,305,286
3.0,306,269
3.0,307,351
3.0,308,207
3.0,309,259
3.0,310,337
3.0,311,647
3.0,312,124
3.0,313,642
3.0,314,593
3.0,315,309
3.0,316,819
3.0,317,582
3.0,318,790
3.0,319,496
3.0,320,837
3.0,321,335
3.0,322,504
3.0,323,340
3.0,324,657
3.0,325,266
3.0,326,268
3.0,327,557
3.0,328,1018
3.0,329,291
3.0,330,591
3.0,331,222
3.0,332,455
3.0,333,697
3.0,334,766
3.0,335,545
3.0,336,497
3.0,337,294
3.0,338,974
3.0,339,903
3.0,340,873
3.0,341,763
3.0,342,890
3.0,343,1181
3.0,344,627
3.0,345,1049
3.0,346,578
3.0,347,1072
3.0,348,1175
3.0,349,872
3.0,350,770
3.0,351,1306
3.0,352,318
3.0,353,260
3.0,354,441
3.0,355,311
3.0,356,492
3.0,357,581
3.0,358,594
3.0,359,390
3.0,360,1444
3.0,361,866
3.0,362,487
3.0,363,736
3.0,364,422
3.0,365,593
