mvno,doy,cache_demand
0.0,256,84
0.0,257,26
0.0,258,133
0.0,259,214
0.0,260,115
0.0,261,35
0.0,262,460
0.0,263,229
0.0,264,38
0.0,265,180
0.0,266,291
0.0,267,7
0.0,268,332
0.0,269,226
0.0,270,33
0.0,271,338
0.0,272,155
0.0,273,10
0.0,274,48
0.0,275,207
0.0,276,214
0.0,277,253
0.0,278,36
0.0,279,30
0.0,280,242
0.0,281,90
0.0,282,277
0.0,283,20
0.0,284,257
0.0,285,250
0.0,286,89
0.0,287,173
0.0,288,18
0.0,289,23
0.0,290,94
0.0,293,42
0.0,294,314
0.0,295,376
0.0,296,418
0.0,297,93
0.0,298,196
0.0,299,104
0.0,300,26
0.0,301,141
0.0,302,119
0.0,303,73
0.0,304,33
0.0,305,55
0.0,306,109
0.0,307,25
0.0,308,274
0.0,309,119
0.0,310,26
0.0,311,5
0.0,312,19
0.0,313,67
0.0,314,66
0.0,315,47
0.0,316,54
0.0,317,79
0.0,318,3
0.0,319,17
0.0,320,42
0.0,321,19
0.0,322,308
0.0,323,51
0.0,324,62
0.0,325,50
0.0,326,16
0.0,327,132
0.0,328,19
0.0,329,69
0.0,330,20
0.0,331,9
0.0,332,21
0.0,333,54
0.0,334,113
0.0,335,285
0.0,336,107
0.0,337,59
0.0,338,37
0.0,339,12
0.0,341,726
0.0,342,542
0.0,343,261
0.0,344,468
0.0,345,501
0.0,346,381
0.0,348,301
0.0,349,493
0.0,350,471
0.0,351,224
0.0,352,186
0.0,353,450
0.0,354,268
0.0,355,328
0.0,356,14
0.0,357,339
0.0,358,236
0.0,359,201
0.0,360,35
0.0,361,93
0.0,362,48
0.0,363,340
0.0,364,237
0.0,365,175
1.0,1,435
1.0,2,352
1.0,3,120
1.0,4,48
1.0,5,392
1.0,6,489
1.0,7,111
1.0,8,279
1.0,9,333
1.0,10,108
1.0,11,72
1.0,12,32
1.0,13,82
1.0,14,177
1.0,15,245
1.0,16,312
1.0,17,153
1.0,18,188
1.0,19,48
1.0,20,72
1.0,21,105
1.0,22,2
1.0,23,283
1.0,24,147
1.0,25,100
1.0,26,120
1.0,27,222
1.0,28,186
1.0,29,225
1.0,30,167
1.0,31,211
1.0,32,154
1.0,33,124
1.0,34,263
1.0,35,54
1.0,37,3
1.0,38,6
1.0,39,108
1.0,40,133
1.0,41,340
1.0,42,60
1.0,43,28
1.0,44,26
1.0,45,58
1.0,46,21
1.0,47,99
1.0,48,462
1.0,49,9
1.0,50,108
1.0,51,59
1.0,52,488
1.0,53,400
1.0,54,185
1.0,55,85
1.0,56,170
1.0,57,188
1.0,58,111
1.0,59,76
1.0,60,61
1.0,61,44
1.0,62,110
1.0,63,97
1.0,64,51
1.0,65,181
1.0,66,104
1.0,67,151
1.0,68,77
1.0,69,243
1.0,70,88
1.0,71,17
1.0,72,83
1.0,73,1
1.0,74,4
1.0,75,13
1.0,76,191
1.0,77,15
1.0,78,131
1.0,79,130
1.0,80,163
1.0,81,52
1.0,82,53
1.0,83,7
1.0,84,80
1.0,85,324
1.0,86,423
1.0,88,360
1.0,89,581
1.0,90,404
1.0,91,694
1.0,92,490
1.0,93,206
1.0,94,610
1.0,95,24
1.0,96,85
1.0,97,242
1.0,98,35
1.0,99,56
1.0,100,87
1.0,101,156
1.0,102,157
1.0,103,118
1.0,104,72
1.0,105,189
1.0,106,30
1.0,107,244
1.0,108,15
1.0,109,45
1.0,110,68
1.0,111,113
1.0,112,240
1.0,113,135
1.0,114,56
1.0,115,32
1.0,116,271
1.0,117,78
1.0,118,172
1.0,119,51
1.0,120,64
1.0,121,19
1.0,122,259
1.0,123,5
1.0,124,273
1.0,125,17
1.0,126,122
1.0,127,303
1.0,128,37
1.0,129,20
1.0,130,1
1.0,131,27
1.0,132,57
1.0,133,59
1.0,135,43
1.0,136,46
1.0,137,3
1.0,138,36
1.0,139,36
1.0,140,6
1.0,142,11
1.0,143,6
1.0,144,196
1.0,145,99
1.0,146,42
1.0,147,136
1.0,148,4
1.0,150,7
1.0,151,367
1.0,152,96
1.0,153,78
1.0,154,94
1.0,155,141
1.0,157,177
1.0,158,49
1.0,159,128
1.0,160,137
1.0,161,107
1.0,162,213
1.0,163,217
1.0,164,165
1.0,165,144
1.0,166,128
1.0,167,356
1.0,168,196
1.0,169,481
1.0,170,185
1.0,171,30
1.0,172,43
1.0,173,376
1.0,174,34
1.0,175,27
1.0,176,23
1.0,177,109
1.0,178,82
1.0,179,11
1.0,180,364
1.0,181,13
1.0,182,13
1.0,183,72
1.0,184,5
1.0,185,34
1.0,186,23
1.0,187,49
1.0,188,354
1.0,189,92
1.0,190,60
1.0,191,283
1.0,192,149
1.0,193,26
1.0,194,159
1.0,195,182
1.0,196,494
1.0,197,160
1.0,198,571
1.0,199,492
1.0,200,718
1.0,201,831
1.0,202,145
1.0,203,394
1.0,204,1092
1.0,205,512
1.0,206,699
1.0,207,602
1.0,208,1140
1.0,209,787
1.0,210,788
1.0,211,819
1.0,212,171
1.0,213,131
1.0,214,932
1.0,215,472
1.0,216,274
1.0,217,393
1.0,218,268
1.0,219,236
1.0,220,34
1.0,221,274
1.0,222,145
1.0,223,247
1.0,224,167
1.0,225,211
1.0,226,379
1.0,227,475
1.0,228,87
1.0,229,506
1.0,230,67
1.0,231,180
1.0,232,153
1.0,233,383
1.0,234,178
1.0,235,487
1.0,236,146
1.0,237,188
1.0,238,136
1.0,239,84
1.0,240,408
1.0,241,32
1.0,242,127
1.0,243,126
1.0,244,328
1.0,245,93
1.0,246,128
1.0,247,30
1.0,248,320
1.0,249,206
1.0,250,221
1.0,251,249
1.0,252,106
1.0,253,347
1.0,254,39
1.0,255,145
1.0,256,128
1.0,257,110
1.0,258,69
1.0,259,64
1.0,260,329
1.0,261,83
1.0,262,146
1.0,263,113
1.0,264,175
1.0,265,47
1.0,266,108
1.0,267,138
1.0,268,129
1.0,269,14
1.0,270,67
1.0,271,103
1.0,272,201
1.0,273,166
1.0,274,191
1.0,275,11
1.0,276,38
1.0,277,12
1.0,278,367
1.0,279,72
1.0,280,97
1.0,281,6
1.0,282,19
1.0,283,111
1.0,284,50
1.0,285,26
1.0,286,103
1.0,287,14
1.0,288,70
1.0,289,94
1.0,290,2
1.0,293,2
1.0,294,130
1.0,295,100
1.0,296,85
1.0,297,577
1.0,298,357
1.0,299,77
1.0,300,125
1.0,301,23
1.0,302,92
1.0,303,21
1.0,304,14
1.0,305,2
1.0,306,23
1.0,307,53
1.0,308,98
1.0,309,367
1.0,310,223
1.0,311,318
1.0,312,168
1.0,313,164
1.0,314,131
1.0,315,6
1.0,316,452
1.0,317,338
1.0,318,119
1.0,319,8
1.0,320,6
1.0,321,573
1.0,322,363
1.0,323,48
1.0,324,76
1.0,325,17
1.0,326,18
1.0,327,458
1.0,328,46
1.0,329,126
1.0,330,256
1.0,331,45
1.0,332,283
1.0,333,375
1.0,334,217
1.0,335,6
1.0,336,34
1.0,337,50
1.0,338,36
1.0,341,275
1.0,342,442
1.0,343,338
1.0,344,605
1.0,345,241
1.0,346,391
1.0,348,160
1.0,349,266
1.0,350,697
1.0,351,495
1.0,352,362
1.0,353,19
1.0,354,305
1.0,355,16
1.0,356,52
1.0,357,218
1.0,358,493
1.0,359,253
1.0,360,83
1.0,361,192
1.0,362,21
1.0,363,39
1.0,364,147
1.0,365,351
2.0,1,176
2.0,2,167
2.0,3,277
2.0,4,44
2.0,5,186
2.0,6,517
2.0,7,254
2.0,8,116
2.0,9,126
2.0,10,282
2.0,11,214
2.0,12,464
2.0,13,247
2.0,14,31
2.0,15,68
2.0,16,164
2.0,17,306
2.0,18,172
2.0,19,102
2.0,20,14
2.0,21,84
2.0,22,7
2.0,23,105
2.0,24,196
2.0,25,188
2.0,26,151
2.0,27,24
2.0,28,496
2.0,29,149
2.0,30,210
2.0,31,106
2.0,32,368
2.0,33,380
2.0,34,28
2.0,35,88
2.0,36,55
2.0,37,36
2.0,38,215
2.0,39,58
2.0,40,40
2.0,41,12
2.0,42,5
2.0,43,284
2.0,44,278
2.0,45,146
2.0,46,57
2.0,47,111
2.0,48,165
2.0,49,49
2.0,50,86
2.0,51,3
2.0,52,33
2.0,53,190
2.0,54,74
2.0,55,88
2.0,56,25
2.0,57,418
2.0,58,294
2.0,59,39
2.0,60,223
2.0,61,33
2.0,62,42
2.0,63,116
2.0,64,55
2.0,65,139
2.0,66,114
2.0,67,41
2.0,68,71
2.0,69,138
2.0,70,21
2.0,71,28
2.0,72,11
2.0,73,152
2.0,74,202
2.0,75,35
2.0,76,134
2.0,77,123
2.0,78,27
2.0,79,9
2.0,80,12
2.0,81,47
2.0,82,334
2.0,83,78
2.0,84,38
2.0,85,22
2.0,86,506
2.0,88,307
2.0,89,418
2.0,90,241
2.0,91,518
2.0,92,400
2.0,93,260
2.0,94,203
2.0,95,46
2.0,96,139
2.0,97,137
2.0,98,168
2.0,99,3
2.0,100,291
2.0,101,322
2.0,102,162
2.0,103,136
2.0,104,13
2.0,105,173
2.0,106,15
2.0,107,119
2.0,108,101
2.0,109,4
2.0,110,122
2.0,111,21
2.0,112,78
2.0,113,184
2.0,114,2
2.0,115,5
2.0,116,7
2.0,117,33
2.0,118,21
2.0,119,27
2.0,120,43
2.0,121,28
2.0,122,188
2.0,123,24
2.0,124,40
2.0,125,1
2.0,126,82
2.0,127,125
2.0,128,26
2.0,129,193
2.0,130,62
2.0,131,24
2.0,132,102
2.0,133,138
2.0,134,29
2.0,135,41
2.0,136,88
2.0,137,98
2.0,138,39
2.0,139,53
2.0,140,41
2.0,142,12
2.0,143,12
2.0,144,19
2.0,145,15
2.0,146,34
2.0,148,23
2.0,149,11
2.0,150,7
2.0,152,25
2.0,153,20
2.0,154,43
2.0,155,126
2.0,156,58
2.0,157,70
2.0,158,6
2.0,159,47
2.0,160,8
2.0,161,64
2.0,162,9
2.0,163,173
2.0,164,11
2.0,165,6
2.0,166,53
2.0,167,232
2.0,168,262
2.0,169,95
2.0,170,123
2.0,171,1
2.0,172,326
2.0,173,202
2.0,174,69
2.0,175,12
2.0,176,368
2.0,177,80
2.0,179,4
2.0,180,133
2.0,181,219
2.0,182,237
2.0,183,125
2.0,184,25
2.0,185,64
2.0,186,452
2.0,187,25
2.0,188,47
2.0,189,379
2.0,190,291
2.0,191,28
2.0,192,55
2.0,193,218
2.0,194,44
2.0,195,144
2.0,196,395
2.0,197,248
2.0,198,683
2.0,199,902
2.0,200,665
2.0,201,1113
2.0,202,560
2.0,203,542
2.0,204,880
2.0,205,771
2.0,206,379
2.0,207,538
2.0,208,453
2.0,209,652
2.0,210,723
2.0,211,760
2.0,212,195
2.0,213,367
2.0,214,432
2.0,215,383
2.0,216,486
2.0,217,121
2.0,218,398
2.0,219,337
2.0,220,238
2.0,221,600
2.0,222,128
2.0,223,220
2.0,224,167
2.0,225,495
2.0,226,243
2.0,227,281
2.0,228,346
2.0,229,412
2.0,230,125
2.0,231,204
2.0,232,200
2.0,233,195
2.0,234,272
2.0,235,245
2.0,236,91
2.0,237,360
2.0,238,106
2.0,239,26
2.0,240,21
2.0,241,142
2.0,242,176
2.0,243,314
2.0,244,96
2.0,245,171
2.0,246,32
2.0,247,204
2.0,248,80
2.0,249,213
2.0,250,208
2.0,251,119
2.0,252,70
2.0,253,99
2.0,254,114
2.0,255,93
2.0,256,218
2.0,257,387
2.0,258,138
2.0,259,62
2.0,260,157
2.0,261,464
2.0,262,49
2.0,263,94
2.0,264,72
2.0,265,43
2.0,266,353
2.0,267,23
2.0,268,21
2.0,269,732
2.0,270,368
2.0,271,37
2.0,272,167
2.0,273,105
2.0,274,34
2.0,275,41
2.0,276,236
2.0,277,17
2.0,278,197
2.0,279,1
2.0,280,46
2.0,281,1
2.0,282,336
2.0,283,167
2.0,284,14
2.0,285,199
2.0,286,152
2.0,287,227
2.0,288,130
2.0,289,214
2.0,290,210
2.0,293,148
2.0,294,34
2.0,295,7
2.0,296,51
2.0,297,152
2.0,298,54
2.0,299,60
2.0,300,248
2.0,301,8
2.0,302,10
2.0,303,24
2.0,304,71
2.0,305,159
2.0,306,31
2.0,307,77
2.0,308,6
2.0,309,71
2.0,310,57
2.0,311,116
2.0,312,30
2.0,313,72
2.0,314,56
2.0,315,11
2.0,316,132
2.0,317,233
2.0,318,135
2.0,319,400
2.0,320,215
2.0,321,16
2.0,322,100
2.0,323,47
2.0,324,116
2.0,325,38
2.0,326,226
2.0,327,20
2.0,328,166
2.0,329,148
2.0,330,37
2.0,331,31
2.0,332,164
2.0,333,129
2.0,334,258
2.0,335,115
2.0,336,117
2.0,337,90
2.0,338,70
2.0,339,16
2.0,341,413
2.0,342,460
2.0,343,483
2.0,344,614
2.0,345,742
2.0,346,135
2.0,348,311
2.0,349,197
2.0,350,97
2.0,351,322
2.0,352,228
2.0,353,491
2.0,354,322
2.0,355,240
2.0,356,366
2.0,357,134
2.0,358,79
2.0,359,352
2.0,360,226
2.0,361,116
2.0,362,35
2.0,363,33
2.0,364,435
2.0,365,81
3.0,1,218
3.0,2,112
3.0,3,98
3.0,4,179
3.0,5,126
3.0,6,160
3.0,7,297
3.0,8,225
3.0,9,171
3.0,10,138
3.0,11,68
3.0,12,436
3.0,13,15
3.0,14,197
3.0,15,175
3.0,16,247
3.0,17,85
3.0,18,165
3.0,19,27
3.0,20,40
3.0,21,108
3.0,22,182
3.0,23,75
3.0,24,195
3.0,25,210
3.0,26,512
3.0,27,77
3.0,28,136
3.0,29,190
3.0,30,69
3.0,31,98
3.0,32,454
3.0,33,193
3.0,34,101
3.0,35,69
3.0,36,144
3.0,37,12
3.0,38,100
3.0,39,227
3.0,40,171
3.0,41,25
3.0,42,135
3.0,43,241
3.0,44,158
3.0,45,57
3.0,46,43
3.0,47,59
3.0,48,304
3.0,49,335
3.0,50,396
3.0,51,26
3.0,52,366
3.0,53,135
3.0,54,192
3.0,55,46
3.0,56,370
3.0,57,628
3.0,58,172
3.0,59,75
3.0,60,297
3.0,61,309
3.0,62,85
3.0,63,106
3.0,64,111
3.0,65,349
3.0,66,43
3.0,67,106
3.0,68,220
3.0,69,61
3.0,70,100
3.0,71,185
3.0,72,31
3.0,73,256
3.0,74,142
3.0,75,54
3.0,76,245
3.0,77,2
3.0,78,70
3.0,79,33
3.0,80,17
3.0,81,34
3.0,82,4
3.0,83,32
3.0,84,61
3.0,85,64
3.0,86,238
3.0,88,277
3.0,89,399
3.0,90,587
3.0,91,344
3.0,92,240
3.0,93,266
3.0,94,199
3.0,95,91
3.0,96,212
3.0,97,195
3.0,98,189
3.0,99,106
3.0,100,122
3.0,101,14
3.0,102,28
3.0,103,4
3.0,104,82
3.0,105,171
3.0,106,31
3.0,107,162
3.0,108,68
3.0,109,115
3.0,110,63
3.0,111,298
3.0,112,12
3.0,113,5
3.0,114,40
3.0,115,17
3.0,116,111
3.0,117,273
3.0,119,126
3.0,120,78
3.0,121,48
3.0,122,94
3.0,123,13
3.0,124,52
3.0,125,55
3.0,126,91
3.0,127,55
3.0,128,18
3.0,129,55
3.0,130,42
3.0,131,47
3.0,132,60
3.0,133,51
3.0,134,30
3.0,135,93
3.0,136,24
3.0,137,9
3.0,138,113
3.0,139,32
3.0,140,29
3.0,142,73
3.0,143,33
3.0,144,7
3.0,145,156
3.0,146,14
3.0,147,307
3.0,148,8
3.0,149,255
3.0,150,43
3.0,151,42
3.0,152,104
3.0,153,80
3.0,154,27
3.0,155,92
3.0,156,125
3.0,157,49
3.0,158,172
3.0,159,8
3.0,160,27
3.0,161,8
3.0,162,34
3.0,163,15
3.0,164,109
3.0,165,73
3.0,166,14
3.0,167,246
3.0,168,438
3.0,169,123
3.0,170,97
3.0,171,68
3.0,172,31
3.0,173,318
3.0,174,199
3.0,175,24
3.0,176,209
3.0,177,121
3.0,178,44
3.0,179,193
3.0,180,483
3.0,181,237
3.0,182,8
3.0,183,326
3.0,184,96
3.0,185,54
3.0,186,33
3.0,187,86
3.0,188,47
3.0,189,89
3.0,190,86
3.0,191,14
3.0,192,23
3.0,193,78
3.0,194,20
3.0,195,156
3.0,196,43
3.0,197,38
3.0,198,649
3.0,199,892
3.0,200,509
3.0,201,620
3.0,202,487
3.0,203,523
3.0,204,910
3.0,205,536
3.0,206,305
3.0,207,612
3.0,208,826
3.0,209,451
3.0,210,946
3.0,211,312
3.0,212,378
3.0,213,376
3.0,214,402
3.0,215,697
3.0,216,314
3.0,217,181
3.0,218,350
3.0,219,79
3.0,220,305
3.0,221,250
3.0,222,175
3.0,223,262
3.0,224,512
3.0,225,329
3.0,226,312
3.0,227,390
3.0,228,197
3.0,229,143
3.0,230,238
3.0,231,29
3.0,232,74
3.0,233,228
3.0,234,245
3.0,235,47
3.0,236,183
3.0,237,54
3.0,238,45
3.0,239,108
3.0,240,151
3.0,241,180
3.0,242,135
3.0,243,203
3.0,244,15
3.0,245,89
3.0,246,263
3.0,247,134
3.0,248,22
3.0,249,121
3.0,250,16
3.0,251,417
3.0,252,83
3.0,253,212
3.0,254,446
3.0,255,74
3.0,256,93
3.0,257,196
3.0,258,6
3.0,259,79
3.0,260,105
3.0,261,113
3.0,262,33
3.0,263,127
3.0,264,19
3.0,265,10
3.0,266,19
3.0,267,6
3.0,268,297
3.0,269,69
3.0,270,28
3.0,271,16
3.0,272,572
3.0,273,49
3.0,274,4
3.0,275,47
3.0,276,238
3.0,277,109
3.0,278,7
3.0,279,80
3.0,280,77
3.0,281,189
3.0,282,70
3.0,283,13
3.0,284,266
3.0,285,145
3.0,286,106
3.0,287,55
3.0,288,108
3.0,289,64
3.0,290,327
3.0,293,34
3.0,294,68
3.0,295,14
3.0,296,390
3.0,297,283
3.0,298,62
3.0,299,164
3.0,300,112
3.0,301,23
3.0,302,37
3.0,303,12
3.0,304,206
3.0,305,18
3.0,306,206
3.0,307,11
3.0,308,89
3.0,309,113
3.0,310,50
3.0,311,42
3.0,312,32
3.0,313,99
3.0,314,97
3.0,315,22
3.0,316,395
3.0,317,276
3.0,318,423
3.0,319,123
3.0,320,241
3.0,321,369
3.0,322,99
3.0,323,10
3.0,324,16
3.0,325,3
3.0,326,34
3.0,327,109
3.0,328,348
3.0,329,22
3.0,330,279
3.0,331,20
3.0,332,431
3.0,333,270
3.0,334,344
3.0,335,76
3.0,336,223
3.0,337,301
3.0,338,3
3.0,339,30
3.0,341,164
3.0,342,453
3.0,343,54
3.0,344,586
3.0,345,526
3.0,346,262
3.0,348,189
3.0,349,217
3.0,350,165
3.0,351,239
3.0,352,360
3.0,353,141
3.0,354,14
3.0,355,96
3.0,356,315
3.0,357,239
3.0,358,99
3.0,359,35
3.0,360,9
3.0,361,79
3.0,362,25
3.0,363,383
3.0,364,658
3.0,365,220
